Legal Name,DBA Name,Street,City,State,Zip,Country,Phone No,Fax No,User Count,DealerTrack Id,Lender Dealer Id,Lender Rep Name,Lender Rep Id,Enrollment Date,Agreement Received,Enrollment Phase,Enrollment Update Date,Modified Date,Status,Dept,Alternate Street,Independent,PaymentTrack Id,Equifax Signup Date,Transunion Signup Date,Experian Reseller Signup Date,Experian Direct Signup Date,Cost Center,Loan App Id,Lease App Id,Loan Svc Id,Lease Svc Id,Prime Id,Subprime Id,Subvented Id,Match Change Date,Previous Match Dealerid,Grace Period Status,Agreement Required By Date,Agreement Version,Agreement Signatory,Overall Use 30 Days,Equifax Status,Experian Status,Transunion Status,PaymentTrack Status,eContract Status,Dealer File Override,Override Expiration,Vehicle Type,Created Date,Activated Date,Equifax Use 30 Days,Experian Use 30 Days,Transunion Use 30 Days,DMS Use 30 Day,DMS Status,BookOut Kelley Status,BookOut Kelley 30 Day Activity,BookOut NADA Status,BookOut NADA 30 Day Activity,BookOut Black Status,BookOut Black 30 Day Activity,SalesDesk Status,SalesDesk 30 Day Activity,BookOut Pro Status,BookOut Pro 30 Day Activity,EFTFAX,eMenu Status,eMenu Version,eMenu 30 Day Activity,Independent Preference,Independent Status,Independent 30 Day Activity,Notes,uniFI Indicator
"Mike Patton Ford Lincoln","Mike Patton Ford Lincoln - Darwin","1402 Lafayette Pkwy","La Grange","GA","30241","USA","7066682108","","67","914487","5770","","","09/09/09 14:41:21","09/27/13 11:20:15","Access Agreement Received","09/27/13","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","10/18/19 04:43:51","784007","*","*","*","*","*","*","*","*","*","*","","","Auto","06/19/07 03:26:43","06/19/07 03:26:43","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Pilson Auto Center Of Charleston","Pilson Auto Center Of Charleston - Darwin","1506 18th Street","Charleston","IL","61920","USA","2172387726","","11","921002","6113","","","02/27/09 10:24:48","02/27/09 10:29:00","Access Agreement Received","02/27/09","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","02/12/20 04:41:41","471782","*","*","*","*","*","*","*","*","*","*","","","Auto","07/11/07 03:26:29","07/11/07 03:26:29","*","*","*","*","","I","*","I","*","I","*","*","*","*","*","","*","*","*","Y","*","*","","Yes"
"Airport Chrysler Dodge Jeep","Airport Chrysler Dodge Jeep - Darwin","5751 Eagle Vail Drive","Orlando","FL","32822","USA","4079175173","","13","924831","3332","","","07/28/07 11:50:43","07/28/07 11:55:13","Access Agreement Received","07/28/07","04/30/20 03:53:20","A","","","","*","*","*","*","*","*","","","","","","","","04/30/20 04:53:38","638050","*","*","*","*","*","*","*","*","*","*","","","Auto","07/25/07 03:25:29","07/25/07 03:25:29","*","*","*","*","I","","*","A","*","A","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Sport Subaru South Orlando","Sport Subaru South Orlando - Darwin","9951 Orange Blossom Trail","Orlando","FL","32837","USA","8887090655","","14","929322","4771","","","03/27/18 10:36:19","03/28/18 12:38:52","Access Agreement Received","03/28/18","04/15/20 03:49:36","A","","","","*","*","*","*","*","*","","","","","","","","04/15/20 04:47:09","627855","*","*","*","*","*","*","*","*","*","*","","","Auto","03/27/18 03:39:47","03/27/18 03:39:47","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Jim Ellis Kia Of Kennesaw","Jim Ellis Kia Of Kennesaw - Darwin","1221 Auto Park Drive Nw","Kennesaw","GA","30144","USA","7704234404","","20","930230","3251","","","03/30/18 00:27:42","03/30/18 06:24:40","Access Agreement Received","03/30/18","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","","","*","*","*","*","*","*","*","*","*","*","","","Auto","03/28/18 03:39:34","03/28/18 03:39:34","*","*","*","*","A","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Doug Smith Cdjr Spanish Fork","Doug Smith Cdjr Spanish Fork - Darwin","1339 N. Main Street","Spanish Fork","UT","84660","USA","8017987431","","55","930899","6713","","","12/01/14 16:43:22","12/08/14 11:23:01","Access Agreement Received","12/08/14","05/21/20 03:50:23","A","","","","*","*","*","*","*","*","","","","","","","","05/21/20 08:27:33","829020","*","*","*","*","*","*","*","*","*","*","","","Auto","11/26/14 13:39:23","11/26/14 13:39:23","*","*","*","*","","I","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Mercedes Benz Of Burlington","Mercedes Benz Of Burlington - Darwin","80 Cambridge St","Burlington","MA","01803","USA","7812291600","","16","932527","4165","","","04/03/18 17:31:39","04/03/18 17:34:09","Access Agreement Received","04/03/18","05/16/20 03:49:26","A","","","","*","*","*","*","*","*","","","","","","","","05/16/20 04:47:39","826652","*","*","*","*","*","*","*","*","*","*","","","Auto","04/02/18 09:01:37","04/02/18 09:01:37","*","*","*","*","I","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Holman Bmw Of Mount Laurel","Holman Bmw Of Mount Laurel - Darwin","1220 Route 73","Mount Laurel","NJ","08054","USA","8568401400","","30","934308","3407","","","10/17/07 10:53:44","10/17/07 10:57:19","Access Agreement Received","09/16/15","05/12/20 03:49:52","A","","","","*","*","*","*","*","*","","","","","","","","05/12/20 04:48:14","822960","*","*","*","*","*","*","*","*","*","*","","","Auto","08/31/07 03:27:36","08/31/07 03:27:36","*","*","*","*","A","A","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Concordville Nissan Glen Mills","Concordville Nissan Glen Mills - Darwin","452 Wilmington West Chester Pike","Glen Mills","PA","19342","USA","6104598900","","12","938348","6855","","","05/10/18 09:46:37","05/10/18 15:34:12","Access Agreement Received","05/10/18","05/27/20 03:45:22","A","","","","*","*","*","*","*","*","","","","","","","","05/29/20 08:30:40","831578","*","*","*","*","*","*","*","*","*","*","","","Auto","12/15/14 14:09:20","12/16/14 04:05:11","*","*","*","*","","A","*","A","*","A","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Coast Nissan","Coast Nissan - Darwin","12150 Los Osos Valley","Obispo","CA","93405","USA","7147453694","","18","939042","6655","","","10/23/18 13:19:00","11/26/18 14:11:43","Access Agreement Received","11/26/18","05/05/20 03:50:16","A","","","","*","*","*","*","*","*","","","","","","","","04/28/20 04:50:12","636644","*","*","*","*","*","*","*","*","*","*","","","Auto","12/16/14 10:42:03","12/17/14 03:50:45","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Porsche Nashua","Porsche Nashua - Darwin","170 Main Dunstable Road","Nashua","NH","03060","USA","6035951707","","77","939285","5277","","","06/21/16 13:49:28","08/15/16 12:35:13","Access Agreement Received","08/15/16","05/12/20 03:49:52","A","","","","*","*","*","*","*","*","","","","","","","","05/12/20 04:48:14","823002","*","*","*","*","*","*","*","*","*","*","","","Auto","12/16/14 16:17:11","12/17/14 03:50:45","*","*","*","*","","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Kia Of West Nyack","Kia Of West Nyack - Darwin","250 North Route 303","West Nyack","NY","10994","USA","8779154949","","17","941475","6718","","","09/23/16 14:17:28","09/26/16 16:58:45","Access Agreement Received","09/26/16","05/12/20 03:49:52","A","","","","*","*","*","*","*","*","","","","","","","","05/12/20 04:48:14","823039","*","*","*","*","*","*","*","*","*","*","","","Auto","09/22/16 14:30:20","09/22/16 14:30:20","*","*","*","*","","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Audi Pensacola","Audi Pensacola - Darwin","303 Pensacola Blvd","Pensacola","FL","32501","USA","8887081354","","33","943472","2158","","","04/26/17 00:54:07","04/26/17 05:32:00","Access Agreement Received","04/26/17","05/21/20 03:50:23","A","","","","*","*","*","*","*","*","","","","","","","","05/26/20 16:42:52","828880","*","*","*","*","*","*","*","*","*","*","","","Auto","09/29/16 14:48:57","09/29/16 14:48:57","*","*","*","*","A","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"South Shore Subaru","South Shore Subaru - Darwin","305 East Sunrise Highway","Lindenhurst","NY","11757","USA","8333616555","","36","944668","3641","","","05/31/18 12:20:17","06/07/18 13:52:56","Access Agreement Received","07/05/19","04/21/20 03:49:53","A","","","","*","*","*","*","*","*","","","","","","","","03/18/20 08:51:43","579985","*","*","*","*","*","*","*","*","*","*","","","Auto","04/23/18 08:50:19","04/23/18 08:50:19","*","*","*","*","A","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Cardinale Audi Porsche Vw","Cardinale Audi Porsche Vw - Darwin","6000 Wible Rd","Bakersfield","CA","93313","USA","8338289816","","19","948197","6626","","","05/07/18 17:30:01","05/07/18 17:36:31","Access Agreement Received","05/07/18","04/19/20 03:50:23","A","","","","*","*","*","*","*","*","","","","","","","","04/22/20 15:11:09","631681","*","*","*","*","*","*","*","*","*","*","","","Auto","04/30/18 13:06:02","04/30/18 13:06:02","*","*","*","*","A","A","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Acura Hunt Valley","Acura Hunt Valley - Darwin","10400 York Road","Cockeysville","MD","21030","USA","4106665300","","27","951673","4820","","","05/07/18 09:31:09","05/08/18 17:11:37","Access Agreement Received","05/08/18","05/14/20 03:52:12","A","","","","*","*","*","*","*","*","","","","","","","","05/14/20 04:52:38","824954","*","*","*","*","*","*","*","*","*","*","","","Auto","05/04/18 13:37:04","05/04/18 13:37:04","*","*","*","*","I","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Jaguar Land Rover Of Hunt Valley","Jaguar Land Rover Of Hunt Valley - Darwin","10260 York Rd.","Cockeysville","MD","21030","USA","4436321199","","18","951678","4814","","","05/07/18 09:21:53","05/07/18 09:24:41","Access Agreement Received","05/07/18","05/14/20 03:52:12","A","","","","*","*","*","*","*","*","","","","","","","","05/14/20 04:52:38","824952","*","*","*","*","*","*","*","*","*","*","","","Auto","05/04/18 15:46:55","05/04/18 15:46:55","*","*","*","*","A","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Doug Smith Chevrolet","Doug Smith Chevrolet - Darwin","1341 N. Main Street","Spanish Fork","UT","84660","USA","8018413131","","40","952149","6714","","","10/31/14 13:40:35","11/28/14 17:27:09","Access Agreement Received","11/28/14","05/21/20 03:50:23","A","","","","*","*","*","*","*","*","","","","","","","","05/21/20 08:26:05","829021","*","*","*","*","*","*","*","*","*","*","","","Auto","10/30/14 12:03:14","10/30/14 12:03:14","*","*","*","*","","I","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Audi Freehold","Audi Freehold - Darwin","3561 U.S. Route 9n","Freehold","NJ","07728","USA","7328108000","","18","954073","50","","","11/12/14 01:05:17","11/13/14 08:53:23","Access Agreement Received","08/07/15","04/19/20 03:50:23","A","","","","*","*","*","*","*","*","","","","","","","","04/19/20 04:47:59","631677","*","*","*","*","*","*","*","*","*","*","","","Auto","11/05/14 15:53:27","11/05/14 15:53:27","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Audi Henderson","Audi Henderson - Darwin","7740 Eastgate Rd","Henderson","NV","89014","USA","7029824600","","27","954990","3375","","","12/06/07 11:24:49","12/06/07 11:27:29","Access Agreement Received","12/06/07","05/30/20 03:50:16","A","","","","*","*","*","*","*","*","","","","","","","","05/30/20 04:48:53","833103","*","*","*","*","*","*","*","*","*","*","","","Auto","11/18/07 03:25:08","11/18/07 03:25:08","*","*","*","*","A","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Brewster Subaru","Brewster Subaru - Darwin","1021 Ny-22","Brewster","NY","10509","USA","8452788300","","7","958235","1771","","","11/19/14 10:03:28","11/19/14 10:13:34","Access Agreement Received","11/19/14","06/17/20 03:52:14","A","","","","*","*","*","*","*","*","","","","","","","","","","*","*","*","*","*","*","*","*","*","*","N","","Auto","11/16/14 03:51:56","11/16/14 03:51:56","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Bmw Corpus Christi","Bmw Corpus Christi - Darwin","7601 Spid","Corpus Christi","TX","78412","USA","3619915555","","63","964206","6662","","","12/09/16 16:49:42","12/10/16 13:38:33","Access Agreement Received","12/10/16","07/01/20 03:49:52","A","","","","*","*","*","*","*","*","","","","","","","","05/24/20 04:48:21","830912","*","*","*","*","*","*","*","*","*","*","","","Auto","12/08/16 09:05:56","12/08/16 09:05:56","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Matthews Of Scranton","Matthews Of Scranton - Darwin","3007 Scranton Carbondale Highway","Blakely","PA","18447","USA","5703823297","","0","965635","4274","","","","","Prospect","06/01/17","05/05/20 03:50:16","A","","","","*","*","*","*","*","*","","","","","","","","05/05/20 04:48:19","643690","*","*","*","*","*","*","*","*","*","*","","","Auto","05/20/17 03:43:23","05/20/17 03:43:23","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Patriot Nissan Of Salem","Patriot Nissan Of Salem - Darwin","93 South Broadway","Salem","NH","03079","USA","6038944300","","9","965976","6063","","","12/19/18 17:04:08","12/20/18 09:43:30","Access Agreement Received","12/20/18","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","12/04/19 04:40:30","821881","*","*","*","*","*","*","*","*","*","*","","","Auto","12/19/18 15:45:40","12/19/18 15:45:40","*","*","*","*","A","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Jim Ellis Volvo Mall Of Georgia","Jim Ellis Volvo Mall Of Georgia - Darwin","3626 Buford Drive","Buford","GA","30519","USA","4706553700","","18","966664","2441","","","05/25/17 00:55:05","05/25/17 10:23:47","Access Agreement Received","05/25/17","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","","","*","*","*","*","*","*","*","*","*","*","N","","Auto","05/24/17 09:36:47","05/24/17 09:36:47","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Cardinaleway Vw","Cardinaleway Vw - Darwin","2603 Wardlow Road","Corona","CA","92882","USA","9513702152","","21","971434","6652","","","01/31/08 11:47:00","01/31/08 12:03:00","Access Agreement Received","04/29/09","05/24/20 03:50:06","A","","","","*","*","*","*","*","*","","","","","","","","05/26/20 16:46:06","674251","*","*","*","*","*","*","*","*","*","*","","","Auto","01/26/08 03:26:29","01/26/08 03:26:29","*","*","*","*","A","A","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Lumberton Kia","Lumberton Kia - Darwin","3505 East Elizabethtown Rd","Lumberton","NC","28358","USA","9107392405","","12","980483","3349","","","04/08/08 03:54:41","04/11/08 10:01:42","Access Agreement Received","06/18/09","04/23/20 03:49:42","A","","","","*","*","*","*","*","*","","","","","","","","04/23/20 04:46:44","634724","*","*","*","*","*","*","*","*","*","*","","","Auto","03/13/08 03:27:18","03/13/08 03:27:18","*","*","*","*","","","*","A","*","A","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Piazza Mercedes-Benz Of Wilmington","Piazza Mercedes-Benz Of Wilmington - Darwin","3801 Lancaster Pike","Wilmington","DE","19805","USA","3029955025","","10","980819","4711","","","07/26/17 10:30:46","07/26/17 10:34:51","Access Agreement Received","07/26/17","06/17/20 03:52:14","A","","","","*","*","*","*","*","*","","","","","","","","05/05/20 08:51:18","645809","*","*","*","*","*","*","*","*","*","*","","","Auto","07/11/17 10:36:29","07/11/17 10:36:29","*","*","*","*","A","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Grubbs Infiniti Of San Antonio","Grubbs Infiniti Of San Antonio - Darwin","12150 W I-10","San Antonio","TX","78230","USA","2106401500","","30","982069","6207","","","08/01/17 05:12:28","08/01/17 17:42:27","Access Agreement Received","08/08/17","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","01/16/20 04:47:26","983855","*","*","*","*","*","*","*","*","*","*","","","Auto","07/14/17 11:59:29","07/14/17 11:59:29","*","*","*","*","A","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Subaru Of Georgetown","Subaru Of Georgetown - Darwin","7501 N Interstate 35 Frontage Rd","Georgetown","TX","78626","USA","8883799852","","8","984776","6745","","","07/23/08 10:07:41","07/23/08 10:08:45","Access Agreement Received","07/23/08","05/14/20 03:52:12","A","","","","*","*","*","*","*","*","","","","","","","","05/14/20 04:52:38","824983","*","*","*","*","*","*","*","*","*","*","","","Auto","04/04/08 03:27:51","04/04/08 03:27:51","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Piazza Honda Of Pottstown","Piazza Honda Of Pottstown - Darwin","629 North Lewis Rd","Limerick","PA","19468","USA","6104957076","","11","991411","4713","","","05/12/08 12:08:48","05/12/08 12:10:56","Access Agreement Received","02/08/17","05/05/20 03:50:16","A","","","","*","*","*","*","*","*","","","","","","","","05/05/20 04:48:19","646074","*","*","*","*","*","*","*","*","*","*","","","Auto","05/07/08 03:27:51","05/07/08 03:27:51","*","*","*","*","","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
